date,platform,metric,value,source_image,extraction_run,px_per_day,extrapolated
2024-11-21,STEAM,DAU,169661.1,26-01-DAU.png,1,0.6848,False
2024-11-22,STEAM,DAU,179641.1,26-01-DAU.png,1,0.6848,False
2024-11-24,STEAM,DAU,181304.5,26-01-DAU.png,1,0.6848,False
2024-11-25,STEAM,DAU,171324.5,26-01-DAU.png,1,0.6848,False
2024-11-26,STEAM,DAU,171324.5,26-01-DAU.png,1,0.6848,False
2024-11-28,STEAM,DAU,169661.1,26-01-DAU.png,1,0.6848,False
2024-11-29,STEAM,DAU,167997.8,26-01-DAU.png,1,0.6848,False
2024-12-01,STEAM,DAU,166334.4,26-01-DAU.png,1,0.6848,False
2024-12-02,STEAM,DAU,166334.4,26-01-DAU.png,1,0.6848,False
2024-12-04,STEAM,DAU,164671.1,26-01-DAU.png,1,0.6848,False
2024-12-05,STEAM,DAU,161344.4,26-01-DAU.png,1,0.6848,False
2024-12-07,STEAM,DAU,156354.4,26-01-DAU.png,1,0.6848,False
2024-12-08,STEAM,DAU,158017.8,26-01-DAU.png,1,0.6848,False
2024-12-10,STEAM,DAU,159681.1,26-01-DAU.png,1,0.6848,False
2024-12-11,STEAM,DAU,161344.4,26-01-DAU.png,1,0.6848,False
2024-12-13,STEAM,DAU,164671.1,26-01-DAU.png,1,0.6848,False
2024-12-14,STEAM,DAU,174651.1,26-01-DAU.png,1,0.6848,False
2024-12-15,STEAM,DAU,177977.8,26-01-DAU.png,1,0.6848,False
2024-12-17,STEAM,DAU,176314.5,26-01-DAU.png,1,0.6848,False
2024-12-18,STEAM,DAU,169661.1,26-01-DAU.png,1,0.6848,False
2024-12-20,STEAM,DAU,179641.1,26-01-DAU.png,1,0.6848,False
2024-12-21,STEAM,DAU,184631.2,26-01-DAU.png,1,0.6848,False
2024-12-23,STEAM,DAU,187957.8,26-01-DAU.png,1,0.6848,False
2024-12-24,STEAM,DAU,182967.8,26-01-DAU.png,1,0.6848,False
2024-12-26,STEAM,DAU,187957.8,26-01-DAU.png,1,0.6848,False
2024-12-27,STEAM,DAU,191284.5,26-01-DAU.png,1,0.6848,False
2024-12-29,STEAM,DAU,192947.8,26-01-DAU.png,1,0.6848,False
2024-12-30,STEAM,DAU,189621.2,26-01-DAU.png,1,0.6848,False
2025-01-01,STEAM,DAU,196274.5,26-01-DAU.png,1,0.6848,False
2025-01-02,STEAM,DAU,199601.2,26-01-DAU.png,1,0.6961,False
2025-01-03,STEAM,DAU,199601.2,26-01-DAU.png,1,0.6961,False
2025-01-05,STEAM,DAU,197937.9,26-01-DAU.png,1,0.6961,False
2025-01-06,STEAM,DAU,197937.9,26-01-DAU.png,1,0.6961,False
2025-01-08,STEAM,DAU,197937.9,26-01-DAU.png,1,0.6961,False
2025-01-09,STEAM,DAU,194611.2,26-01-DAU.png,1,0.6961,False
2025-01-11,STEAM,DAU,189621.2,26-01-DAU.png,1,0.6961,False
2025-01-12,STEAM,DAU,189621.2,26-01-DAU.png,1,0.6961,False
2025-01-13,STEAM,DAU,192947.8,26-01-DAU.png,1,0.6961,False
2025-01-15,STEAM,DAU,191284.5,26-01-DAU.png,1,0.6961,False
2025-01-16,STEAM,DAU,196274.5,26-01-DAU.png,1,0.6961,False
2025-01-18,STEAM,DAU,197937.9,26-01-DAU.png,1,0.6961,False
2025-01-19,STEAM,DAU,199601.2,26-01-DAU.png,1,0.6961,False
2025-01-21,STEAM,DAU,197937.9,26-01-DAU.png,1,0.6961,False
2025-01-22,STEAM,DAU,196274.5,26-01-DAU.png,1,0.6961,False
2025-01-23,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-01-25,STEAM,DAU,207917.9,26-01-DAU.png,1,0.6961,False
2025-01-26,STEAM,DAU,209581.2,26-01-DAU.png,1,0.6961,False
2025-01-28,STEAM,DAU,212907.9,26-01-DAU.png,1,0.6961,False
2025-01-29,STEAM,DAU,212907.9,26-01-DAU.png,1,0.6961,False
2025-01-31,STEAM,DAU,209581.2,26-01-DAU.png,1,0.6961,False
2025-02-01,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-03,STEAM,DAU,204591.2,26-01-DAU.png,1,0.6961,False
2025-02-04,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-05,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-07,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-08,STEAM,DAU,226214.6,26-01-DAU.png,1,0.6961,False
2025-02-10,STEAM,DAU,222887.9,26-01-DAU.png,1,0.6961,False
2025-02-11,STEAM,DAU,212907.9,26-01-DAU.png,1,0.6961,False
2025-02-13,STEAM,DAU,209581.2,26-01-DAU.png,1,0.6961,False
2025-02-14,STEAM,DAU,207917.9,26-01-DAU.png,1,0.6961,False
2025-02-15,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-17,STEAM,DAU,204591.2,26-01-DAU.png,1,0.6961,False
2025-02-18,STEAM,DAU,201264.5,26-01-DAU.png,1,0.6961,False
2025-02-20,STEAM,DAU,207917.9,26-01-DAU.png,1,0.6961,False
2025-02-21,STEAM,DAU,207917.9,26-01-DAU.png,1,0.6961,False
2025-02-23,STEAM,DAU,202927.9,26-01-DAU.png,1,0.6961,False
2025-02-24,STEAM,DAU,201264.5,26-01-DAU.png,1,0.6961,False
2025-02-26,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-02-27,STEAM,DAU,204591.2,26-01-DAU.png,1,0.6961,False
2025-02-28,STEAM,DAU,204591.2,26-01-DAU.png,1,0.6961,False
2025-03-02,STEAM,DAU,206254.5,26-01-DAU.png,1,0.6961,False
2025-03-03,STEAM,DAU,242848.0,26-01-DAU.png,1,0.6961,False
2025-03-05,STEAM,DAU,239521.3,26-01-DAU.png,1,0.6961,False
2025-03-06,STEAM,DAU,229541.3,26-01-DAU.png,1,0.6961,False
